Measure ID,DATA ELEMENT NAME,"CODING SYSTEM",CODE,MODIFIER,"PLACE OF SERVICE",AGE,GENDER
12,DX_CODE,I10,H40.1120,,,≥18,"M, F"
12,DX_CODE,I10,H40.1121,,,≥18,"M, F"
12,DX_CODE,I10,H40.1122,,,≥18,"M, F"
12,DX_CODE,I10,H40.1123,,,≥18,"M, F"
12,DX_CODE,I10,H40.1124,,,≥18,"M, F"
12,DX_CODE,I10,H40.1130,,,≥18,"M, F"
12,DX_CODE,I10,H40.1131,,,≥18,"M, F"
12,DX_CODE,I10,H40.1132,,,≥18,"M, F"
12,DX_CODE,I10,H40.1133,,,≥18,"M, F"
12,DX_CODE,I10,H40.1134,,,≥18,"M, F"
12,DX_CODE,I10,H40.1210,,,≥18,"M, F"
12,DX_CODE,I10,H40.1211,,,≥18,"M, F"
12,DX_CODE,I10,H40.1212,,,≥18,"M, F"
12,DX_CODE,I10,H40.1213,,,≥18,"M, F"
12,DX_CODE,I10,H40.1214,,,≥18,"M, F"
12,DX_CODE,I10,H40.1220,,,≥18,"M, F"
12,DX_CODE,I10,H40.1221,,,≥18,"M, F"
12,DX_CODE,I10,H40.1222,,,≥18,"M, F"
12,DX_CODE,I10,H40.1223,,,≥18,"M, F"
12,DX_CODE,I10,H40.1224,,,≥18,"M, F"
12,DX_CODE,I10,H40.1230,,,≥18,"M, F"
12,DX_CODE,I10,H40.1231,,,≥18,"M, F"
12,DX_CODE,I10,H40.1232,,,≥18,"M, F"
12,DX_CODE,I10,H40.1233,,,≥18,"M, F"
12,DX_CODE,I10,H40.1234,,,≥18,"M, F"
12,DX_CODE,I10,H40.151,,,≥18,"M, F"
12,DX_CODE,I10,H40.152,,,≥18,"M, F"
12,DX_CODE,I10,H40.153,,,≥18,"M, F"
12,ENCOUNTER_CODE,C4,92002,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,92004,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,92012,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,92014,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99201,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99202,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99203,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99204,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99205,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99212,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99213,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99214,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99215,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99241,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99242,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99243,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99244,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99245,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99304,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99305,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99306,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99307,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99308,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99309,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99310,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99324,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99325,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99326,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99327,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99328,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99334,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99335,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99336,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,ENCOUNTER_CODE,C4,99337,"≠GQ, GT, 95",≠02,≥18,"M, F"
12,CPT_II_PD,CPT_II,2027F,"≠ 1P, 2P, 3P, 8P",,≥18,"M, F"
12,CPT_II_PD,CPT_II,2027F,"8P, ≠ 1P, 2P, 3P",,≥18,"M, F"
12,CPT_II_PD_Exe,CPT_II,2027F,"1P, ≠ 2P, 3P, 8P",,≥18,"M, F"
12,CPT_II_PN,CPT_II,2027F,"≠ 1P, 2P, 3P, 8P",,≥18,"M, F"
12,CPT_II_PN_X,CPT_II,2027F,"8P, ≠ 1P, 2P, 3P",,≥18,"M, F"
14,DX_CODE,I10,H35.3110,,,≥50,"M, F"
14,DX_CODE,I10,H35.3111,,,≥50,"M, F"
14,DX_CODE,I10,H35.3112,,,≥50,"M, F"
14,DX_CODE,I10,H35.3113,,,≥50,"M, F"
14,DX_CODE,I10,H35.3114,,,≥50,"M, F"
14,DX_CODE,I10,H35.3120,,,≥50,"M, F"
14,DX_CODE,I10,H35.3121,,,≥50,"M, F"
