Category,Measure ID,Measure Title,Measure Description,First Performance Year,Year Removed,Subcategory Name
IA,IA_BE_4,Engagement of Patients through Implementation of New Patient Portal,"To receive credit for this activity, MIPS eligible clinicians must implement and provide access to a new patient/caregiver portal that allows users (patients or caregivers and their clinicians) to engage in bidirectional information exchange. The primary use of this portal should be clinical and not administrative. Examples of the use of such a portal include, but are not limited to, the following:  brief patient reevaluation by messaging; communication about test results and follow up; communication about medication adherence, side effects, and refills; blood pressure management for a patient with hypertension; blood sugar management for a patient with diabetes; and/or any relevant acute or chronic disease management.",,,
